Species,Group,P50,Ks,paper,url,Ks_mol,relatedStudies,originalSpecies
Pinus sylvestris,Gymnosperm,-3.7,,Rosas et al. 2019 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.15684?casa_token=S5YY9nXqGzQAAAAA%3A-oi_pJc4n59ISjdUc3UXAD-ryKKjS_R7uj5SVAjPjwt59lkAjhCuyEMZ6oz-zAGzEsxV1ufh8THbWf11,,,Pinus sylvestris 
Pinus halepensis,Gymnosperm,-4.75,,Rosas et al. 2019 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.15684?casa_token=S5YY9nXqGzQAAAAA%3A-oi_pJc4n59ISjdUc3UXAD-ryKKjS_R7uj5SVAjPjwt59lkAjhCuyEMZ6oz-zAGzEsxV1ufh8THbWf12,,,Pinus halepensis
Pinus nigra,Gymnosperm,-3.8,,Rosas et al. 2019 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.15684?casa_token=S5YY9nXqGzQAAAAA%3A-oi_pJc4n59ISjdUc3UXAD-ryKKjS_R7uj5SVAjPjwt59lkAjhCuyEMZ6oz-zAGzEsxV1ufh8THbWf13,,,Pinus nigra
Actinostrobus acuminatus,Gymnosperm,-11.52,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14545,,,Actinostrobus acuminatus
Actinostrobus arenarius,Gymnosperm,-15.16,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14546,,,Actinostrobus arenarius
Actinostrobus pyramidalis,Gymnosperm,-11.78,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14547,,,Actinostrobus pyramidalis
Callitris baileyi,Gymnosperm,-11.37,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14548,,,Callitris baileyi
Callitris canescens,Gymnosperm,-16.9,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14549,,,Callitris canescens
Callitris columellaris,Gymnosperm,-15.8,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14550,,,Callitris columellaris
Callitris drummondii,Gymnosperm,-13.11,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14551,,,Callitris drummondii
Callitris endlicheri,Gymnosperm,-12.28,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14552,,,Callitris endlicheri
Callitris glaucophylla,Gymnosperm,-14.37,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14553,,,Callitris glaucophylla
Callitris gracilis,Gymnosperm,-12.49,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14554,,,Callitris gracilis
Callitris intratropica,Gymnosperm,-12.81,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14555,,,Callitris intratropica
Callitris macleayana,Gymnosperm,-8.07,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14556,,,Callitris macleayana
Callitris monticola,Gymnosperm,-8.84,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14557,,,Callitris monticola
Callitris muelleri,Gymnosperm,-10.1,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14558,,,Callitris muelleri
Callitris neocaledonica,Gymnosperm,-3.83,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14559,,,Callitris neocaledonica
Callitris oblonga,Gymnosperm,-10.88,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14560,,,Callitris oblonga
Callitris preissii,Gymnosperm,-14.97,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14561,,,Callitris preissii
Callitris rhomboidea,Gymnosperm,-10.32,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14562,,,Callitris rhomboidea
Callitris roei,Gymnosperm,-12.21,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14563,,,Callitris roei
Callitris sulcata,Gymnosperm,-8.24,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14564,,,Callitris sulcata
Callitris tuberculata,Gymnosperm,-18.82,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14565,,,Callitris tuberculata
Callitris verrucosa,Gymnosperm,-11.92,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14566,,,Callitris verrucosa
Neocallitropsis pancheri,Gymnosperm,-4.14,,Larter et al. 2017 New Phyt,https://nph.onlinelibrary.wiley.com/doi/full/10.1111/nph.14567,,,Neocallitropsis pancheri
Adenostoma fasciculatum,Angiosperm,-5.85,,Paddock et al. 2013 Aliso,https://scholarship.claremont.edu/cgi/viewcontent.cgi?article=1120&context=aliso,,,Adenostoma fasciculatum
Adenostoma sparsifolium,Angiosperm,-4.68,,Paddock et al. 2013 Aliso,https://scholarship.claremont.edu/cgi/viewcontent.cgi?article=1120&context=aliso,,,Adenostoma sparsifolium
Arctostaphylos glauca,Angiosperm,-9.22,,Paddock et al. 2013 Aliso,https://scholarship.claremont.edu/cgi/viewcontent.cgi?article=1120&context=aliso,,,Arctostaphylos glauca
Bernardia myricifolia,Angiosperm,-6.13,,Paddock et al. 2013 Aliso,https://scholarship.claremont.edu/cgi/viewcontent.cgi?article=1120&context=aliso,,,Bernardia myricifolia
Ceanothus greggii,Angiosperm,-7.01,,Paddock et al. 2013 Aliso,https://scholarship.claremont.edu/cgi/viewcontent.cgi?article=1120&context=aliso,,,Ceanothus greggii
Quercus cornelius-mulleri,Angiosperm,-3.17,,Paddock et al. 2013 Aliso,https://scholarship.claremont.edu/cgi/viewcontent.cgi?article=1120&context=aliso,,,Quercus cornelius-mulleri
Rhus ovata,Angiosperm,-2.36,,Paddock et al. 2013 Aliso,https://scholarship.claremont.edu/cgi/viewcontent.cgi?article=1120&context=aliso,,,Rhus ovata
Agathis australis,Gymnosperm,-2.656000045,6.90E-02,Laughlin et al. 2020 New Phyt,in press,,,Agathis australis
Aristotelia serrata,Angiosperm,-2.38473639,6.05E-01,Laughlin et al. 2020 New Phyt,in press,,,Aristotelia serrata
Ascarina lucida,Angiosperm,-1.853270831,7.28E-01,Laughlin et al. 2020 New Phyt,in press,,,Ascarina lucida
Carpodetus serratus,Angiosperm,-4.465907988,1.02E-01,Laughlin et al. 2020 New Phyt,in press,,,Carpodetus serratus
Coprosma dumosa,Angiosperm,-4.187206178,2.27E-01,Laughlin et al. 2020 New Phyt,in press,,,Coprosma dumosa
Coprosma foetidissima,Angiosperm,-3.507791485,2.58E-01,Laughlin et al. 2020 New Phyt,in press,,,Coprosma foetidissima
Coprosma grandifolia,Angiosperm,-3.724700645,5.19E-01,Laughlin et al. 2020 New Phyt,in press,,,Coprosma grandifolia
Coprosma linariifolia,Angiosperm,-7.606506883,2.21E-01,Laughlin et al. 2020 New Phyt,in press,,,Coprosma linariifolia
Coprosma microcarpa,Angiosperm,-4.189337792,3.56E-01,Laughlin et al. 2020 New Phyt,in press,,,Coprosma microcarpa
Coprosma pseudocuneata,Angiosperm,-3.486567112,3.13E-01,Laughlin et al. 2020 New Phyt,in press,,,Coprosma pseudocuneata
Coprosma robusta,Angiosperm,-3.331257919,2.96E-01,Laughlin et al. 2020 New Phyt,in press,,,Coprosma robusta
Coprosma rotundifolia,Angiosperm,-3.951479338,7.11E-01,Laughlin et al. 2020 New Phyt,in press,,,Coprosma rotundifolia
Dacrycarpus dacrydioides,Gymnosperm,-2.669604183,2.88E-01,Laughlin et al. 2020 New Phyt,in press,,,Dacrycarpus dacrydioides
Dacrydium cupressinum,Gymnosperm,-2.912947945,2.60E-01,Laughlin et al. 2020 New Phyt,in press,,,Dacrydium cupressinum
Dracophyllum longifolium,Angiosperm,-1.855956441,1.23E-01,Laughlin et al. 2020 New Phyt,in press,,,Dracophyllum longifolium
Elaeocarpus dentatus,Angiosperm,-3.307550887,2.51E-01,Laughlin et al. 2020 New Phyt,in press,,,Elaeocarpus dentatus
Elaeocarpus hookerianus,Angiosperm,-3.416928708,3.25E-01,Laughlin et al. 2020 New Phyt,in press,,,Elaeocarpus hookerianus
Fuchsia excorticata,Angiosperm,-1.708605573,6.10E-01,Laughlin et al. 2020 New Phyt,in press,,,Fuchsia excorticata
Nothofagus fusca,Angiosperm,-2.298592374,4.77E-01,Laughlin et al. 2020 New Phyt,in press,,,Fuscospora fusca
Nothofagus solandri,Angiosperm,-2.760246678,4.12E-01,Laughlin et al. 2020 New Phyt,in press,,,Fuscospora solandri
Nothofagus truncata,Angiosperm,-2.486205603,1.07E+00,Laughlin et al. 2020 New Phyt,in press,,,Fuscospora truncata
Griselinia littoralis,Angiosperm,-2.964970092,2.20E-01,Laughlin et al. 2020 New Phyt,in press,,,Griselinia littoralis
Halocarpus bidwillii,Gymnosperm,-5.177071046,1.24E-01,Laughlin et al. 2020 New Phyt,in press,,,Halocarpus bidwillii
Halocarpus biformis,Gymnosperm,-4.370167662,6.87E-02,Laughlin et al. 2020 New Phyt,in press,,,Halocarpus biformis
Hoheria angustifolia,Angiosperm,-4.820766895,6.38E-01,Laughlin et al. 2020 New Phyt,in press,,,Hoheria angustifolia
Hoheria glabrata,Angiosperm,-3.073578163,5.69E-01,Laughlin et al. 2020 New Phyt,in press,,,Hoheria glabrata
Knightia excelsa,Angiosperm,-4.394870927,6.81E-02,Laughlin et al. 2020 New Phyt,in press,,,Knightia excelsa
Lepidothamnus intermedius,Gymnosperm,-5.567588976,1.29E-01,Laughlin et al. 2020 New Phyt,in press,,,Lepidothamnus intermedius
Libocedrus bidwillii,Gymnosperm,-3.700101922,1.18E-01,Laughlin et al. 2020 New Phyt,in press,,,Libocedrus bidwillii
Lophomyrtus obcordata,Angiosperm,-5.57659653,3.65E-01,Laughlin et al. 2020 New Phyt,in press,,,Lophomyrtus obcordata
Nothofagus menziesii,Angiosperm,-2.366756385,4.14E-01,Laughlin et al. 2020 New Phyt,in press,,,Lophozonia menziesii
Manoao colensoi,Gymnosperm,-4.076701962,2.75E-01,Laughlin et al. 2020 New Phyt,in press,,,Manoao colensoi
Myrsine divaricata,Angiosperm,-2.143771316,6.01E-02,Laughlin et al. 2020 New Phyt,in press,,,Myrsine divaricata
Neomyrtus pedunculata,Angiosperm,-2.797327628,3.33E-01,Laughlin et al. 2020 New Phyt,in press,,,Neomyrtus pedunculata
Olearia avicennifolia,Angiosperm,-3.887115664,2.84E-01,Laughlin et al. 2020 New Phyt,in press,,,Olearia avicennifolia
Olearia ilicifolia,Angiosperm,-3.741748396,3.69E-02,Laughlin et al. 2020 New Phyt,in press,,,Olearia ilicifolia
Pennantia corymbosa,Angiosperm,-4.071282253,1.86E-01,Laughlin et al. 2020 New Phyt,in press,,,Pennantia corymbosa
Phyllocladus alpinus,Gymnosperm,-6.899206953,2.42E-01,Laughlin et al. 2020 New Phyt,in press,,,Phyllocladus alpinus
Phyllocladus trichomanoides,Gymnosperm,-6.700625372,2.16E-01,Laughlin et al. 2020 New Phyt,in press,,,Phyllocladus trichomanoides
Pittosporum colensoi,Angiosperm,-6.097999119,5.44E-01,Laughlin et al. 2020 New Phyt,in press,,,Pittosporum colensoi
Pittosporum eugenioides,Angiosperm,-6.169700476,2.99E-01,Laughlin et al. 2020 New Phyt,in press,,,Pittosporum eugenioides
Pittosporum tenuifolium,Angiosperm,-4.416682369,1.89E-01,Laughlin et al. 2020 New Phyt,in press,,,Pittosporum tenuifolium
Podocarpus laetus,Gymnosperm,-5.521135894,3.39E-01,Laughlin et al. 2020 New Phyt,in press,,,Podocarpus laetus
Podocarpus totara,Gymnosperm,-4.904339972,2.50E-01,Laughlin et al. 2020 New Phyt,in press,,,Podocarpus totara
Prumnopitys ferruginea,Gymnosperm,-7.756051751,2.17E-01,Laughlin et al. 2020 New Phyt,in press,,,Prumnopitys ferruginea
Prumnopitys taxifolia,Gymnosperm,-5.262505069,1.91E-01,Laughlin et al. 2020 New Phyt,in press,,,Prumnopitys taxifolia
Pseudopanax colensoi,Angiosperm,-1.984551527,9.09E-02,Laughlin et al. 2020 New Phyt,in press,,,Pseudopanax colensoi
Pseudopanax crassifolius,Angiosperm,-1.984184024,2.35E-01,Laughlin et al. 2020 New Phyt,in press,,,Pseudopanax crassifolius
Pseudowintera colorata,Angiosperm,-3.845421602,1.36E-01,Laughlin et al. 2020 New Phyt,in press,,,Pseudowintera colorata
Quintinia serrata,Angiosperm,-3.04477549,2.68E-01,Laughlin et al. 2020 New Phyt,in press,,,Quintinia serrata
Raukaua simplex,Angiosperm,-2.975484031,3.00E-01,Laughlin et al. 2020 New Phyt,in press,,,Raukaua simplex
Schefflera digitata,Angiosperm,-1.69353561,3.69E-01,Laughlin et al. 2020 New Phyt,in press,,,Schefflera digitata
Sophora microphylla,Angiosperm,-4.937975314,2.17E-01,Laughlin et al. 2020 New Phyt,in press,,,Sophora microphylla
Veronica salicifolia,Angiosperm,-3.225270732,3.86E-01,Laughlin et al. 2020 New Phyt,in press,,,Veronica salicifolia
Weinmannia racemosa,Angiosperm,-2.747057103,5.25E-01,Laughlin et al. 2020 New Phyt,in press,,,Weinmannia racemosa
